REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
337519488,2016-01-05 00:00:00.000,5,CHristmas Stroll,"Put on your walking shoes, hop on the Metro to Orchard, walk the stairs and look at the greatest shopping district that has more to offer than the magnificent Mile in Chicago. SO many shops, sites and things to do..",2015-12-01 00:00:00.000,Couples,2020-01-30 03:14:07.788,Okarchitect,United States,Orchard Road,Precinct & Street,"Singapore, Singapore",put walk shoe hop metro orchard walk stair look great shopping district offer magnificent mile chicago many shop site thing
428991323,2016-10-18 00:00:00.000,5,Very interesting romantic getaway place!,"If you love orchid flowers, this place is it!_x000D_
It's a great place to go with your loved ones._x000D_
You will be greeted with so many orchids of different beauty._x000D_
A nice cool place in the middle of garden provides a relaxing break from hot weather also. Definitely recommended!",2016-01-01 00:00:00.000,Couples,2020-01-26 10:41:18.792,singzzang,United States,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",love orchid flower place itxd great place go love onesxd greet many orchid different beautyxd nice cool place middle garden provide relax break hot weather also definitely recommend
677779475,2019-05-31 00:00:00.000,5,Amazing!,"Lovely viewing by day in a lush, green landscape, but really comes to life at night - views from the Skyway at dusk are just beautiful, and the free Garden Rhapsody light & music show is brilliant! Boogie Wonderland the evening we visited, had everyone rocking along - I was just disappointed nobody was dancing because I wanted to_x000D_
Was absolutely the highlight of our holiday, donâ€™t miss it.",2019-05-01 00:00:00.000,Family,2020-01-29 18:03:58.380,Jenifer_12,Australia,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",lovely view day lush green landscape really come life night view skyway dusk beautiful free garden rhapsody light music show brilliant boogie wonderland even visit everyone rock along disappointed nobody dance want toxd absolutely highlight holiday donatmt miss
663342937,2019-04-03 00:00:00.000,5,Excellent day out,Make sure you go around sunset time so that you can make the most of the gardens by day and the super tree grove by night.,2019-03-01 00:00:00.000,Couples,2020-01-25 16:43:05.371,197idrisa,Thailand,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",make sure go around sunset time make garden day super tree grove night
696365802,2019-08-07 00:00:00.000,4,Cheap souvenir,If you want cheap souvenirs .just come to this place. ( MRT NE4/DT19) Theare are traditional food and good place for shopping.,2019-08-01 00:00:00.000,Friends,2020-01-30 12:49:58.719,anyamagic,Thailand,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",want cheap souvenir come place mrt nedt theare traditional food good place shopping
661251854,2019-03-26 00:00:00.000,5,Garden lovers,Anyone who is interested in gardening or just the sheer beauty of orchids is going to enjoy this place. Extremely well maintained. Well worth a visit.,2019-03-01 00:00:00.000,Couples,2020-01-29 10:40:37.623,Jennifer271055,Australia,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",anyone interested gardening sheer beauty orchid go enjoy place extremely well maintain well worth visit
569931592,2018-03-31 00:00:00.000,5,The best Chinatown,"This is the cleanest and nicest Chinatown ever! I bought souvenir, ""I love Singapore"" bags, it was 5 for $10. I bought peranakan inspired printed bags, it was 2 for $24. Maxwell Food Centre was delicious and the people at the Hawker stalls are so nice!",2018-03-01 00:00:00.000,Family,2020-01-30 11:40:20.768,Wendy W,United States,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",cleanest nice chinatown ever bought souvenir love singapore bag bought peranakan inspire print bag maxwell food centre delicious people hawker stall nice
529288205,2017-10-03 00:00:00.000,4,A Garden City with beautiful species of orchids,"Botanic Garden is a beautiful and scenic venue for morning walk/exercise. Your walk will lead you (good direction signs) to the National Orchid Garden where you will be wow to see a wide array of exotic colourful orchids. A good place to come as a couple, with family and friends.",2017-09-01 00:00:00.000,Friends,2020-01-29 11:24:09.427,maureen c,Singapore,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",botanic garden beautiful scenic venue morning walkexercise walk lead good direction sign national orchid garden wow see wide array exotic colourful orchid good place come couple family friend
594890954,2018-07-10 00:00:00.000,4,Beautiful gardens by the bay,Wonderful flower and rainforest domes. The OCBC walkway is awesome. Must visit location for all tourists.,2018-05-01 00:00:00.000,Family,2020-01-25 14:58:09.190,nksurana,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",wonderful flower rainforest dome ocbc walkway awesome must visit location tourist
467513478,2017-03-15 00:00:00.000,3,Gucci Pucci Confusion,"If you're a designer brand shopper or you're from Mainland China, this is your mecca - every designer is here - repeatedly. You feel like you're in NYC. I did find one unique off price brand I loved in the Somerset Mall - Hot Wind - from Shanghai but unless you're one who's an ooh, and aah over the big brands, it's a quick trip.",2017-03-01 00:00:00.000,Couples,2020-01-30 03:00:40.738,Girlphyte,canada,Orchard Road,Precinct & Street,"Singapore, Singapore",designer brand shopper mainland china mecca every designer repeatedly feel like nyc find one unique price brand love somerset mall hot wind shanghai unless one ooh aah big brand quick trip
385987536,2016-06-26 00:00:00.000,5,Great view,We had a beautiful clear day so it was differently worth it. Queues was minimal. The views were spectacular but it was a one off.,2016-06-01 00:00:00.000,Friends,2020-01-28 12:40:05.657,Suedeny,New Zealand,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",beautiful clear day differently worth queue minimal view spectacular one
376726618,2016-05-26 00:00:00.000,5,Bigger than expected,"You could easily stroll around for a few hours without seeing everything. It is mainly a mix of a well kept parc, lakes and even a Unesco-protected piece of rain forest. Expect for the Orchid Garden it is free of charge and certainly worth a visit. Only downside is that it can get very hot, especially due to the humidity.",2016-05-01 00:00:00.000,Couples,2020-01-26 10:45:39.271,Ldhooge,Belgium,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",could easily stroll around hour without see everything mainly mix well kept parc lake even unesco protect piece rain forest expect orchid garden free charge certainly worth visit downside get hot especially due humidity
555053435,2018-01-21 00:00:00.000,4,Unique view,"This is really the unique place, I have seen in my life. However, there is some improvement require to be done at the drop off point",2018-01-01 00:00:00.000,Family,2020-01-25 15:11:16.761,RichaKishore,Malaysia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",really unique place see life however improvement require do drop point
387120500,2016-06-28 00:00:00.000,5,Stunning singapore view,"Awesome singapore top view,great music and drinks.Worth visiting this place.Great place to dine with friends,family.",2016-02-01 00:00:00.000,Family,2020-01-29 13:25:08.314,KumarV246,India,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",awesome singapore top viewgreat music drinksworth visit placegreat place dine friendsfamily
659427711,2019-03-19 00:00:00.000,4,Beautiful Gardens,"Walked through the gardens in the day, which was very enjoyable and relaxing. Went and night to see the light show. One word - Amazing. A must if visiting Singapore",2019-03-01 00:00:00.000,Couples,2020-01-25 16:45:00.068,Clive G,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",walk garden day enjoyable relax go night see light show one word amaze must visit singapore
343835141,2016-01-31 00:00:00.000,4,Pretty Decorative Street,"We walked along the Orchard road at night. It was a saturday night. It was pretty crowded and decorated with Christmas and New Year decorations. The street flanked by huge stores of big brands, Prada, Gucci , etc.",2015-12-01 00:00:00.000,Couples,2020-01-30 03:13:15.661,mukul r,India,Orchard Road,Precinct & Street,"Singapore, Singapore",walk along orchard road night saturday night pretty crowd decorate christmas new year decoration street flank huge store big brand prada gucci etc
579778100,2018-05-13 00:00:00.000,3,Pleasant,We took a 25 minute bumboat ride at night . ( I think the last ones are at about 9:30- 10:00 ) It was nice to see the city from the water at night. $25 . Worth doing. The commentary is funny.,2018-05-01 00:00:00.000,Couples,2020-01-31 16:31:24.695,narelleg27,Australia,Singapore River,Precinct & Street,"Boat, Clarke, Robertson Quays, Singapore, Singapore",take minute bumboat ride night think last one nice see city water night worth commentary funny
